Collection Name,Collection Description,Unit Name,Collection ID,Title,Date Issued,Creator,Alternative Title,Translated Title,Uniform Title,Statement Of Responsibility,Date Created,Copyright Date,Abstract,Note,Note Type,Note,Note Type,Note,Note Type,Format,Resource Type,Contributor,Contributor,Contributor,Contributor,Contributor,Contributor,Contributor,Contributor,Publisher,Subject,Related Item Label,Related Item Url,Geographic Subject,Temporal Subject,Topical Subject,Topical Subject,Topical Subject,Topical Subject,Topical Subject,Topical Subject,Topical Subject,Topical Subject,Topical Subject,Topical Subject,Bibliographic Id,Language,Terms Of Use,Table Of Contents,Physical Description,Other Identifier Type,Other Identifier,Comment,File Label,File Title,Instantiation Label,Instantiation Id,Instantiation Streaming URL,Instantiation Duration,Instantiation Mime Type,Instantiation Audio Bitrate,Instantiation Audio Codec,Instantiation Video Bitrate,Instantiation Video Codec,Instantiation Width,Instantiation Height,File Location,File Checksum,File Size,File Duration,File Aspect Ratio,File Frame Size,File Format,File Date Digitized,File Caption Text,File Caption Type,File Other Id,File Comment
Say Brother,,Default Unit,,Malcolm X,2020-02-10,,,,,,,,"PROGRAM DESCRIPTION: Program focuses on the impact of Malcolm X on Black political and intellectual leadership in the United States.  Host Topper Carew speaks with Dr. John H. Clarke (historian and Cornell University professor), Owusu Sadauki (National Chairman of the African Liberation Day Committee) and Bobby Seale (cofounder of the Black Panthers) about the impact of Malcolm X's work on their personal ideologies, the opinions of Black Americans, and their struggle for Black rights in the United States.  Interviews are separated by segments of archival news footage featuring Malcolm X talking about his political philosophies. Program contains a particularly strong segment from a speech delivered to the students of Selma, Alabama a few weeks before his assassination in 1965.


ITEM DESCRIPTION: Interview 2 with Malcolm ""Shorty"" Jarvis, a friend of Malcolm X. Jarvis discusses the origins of his nickname, his reaction to the Spike Lee biopic about Malcolm X, and his friendship with Malcolm X. ",Original footage,Item Type,"1/20/2020 EMu: No tone over bars at top. Audio over footage at top related to content. Audio levels fluctuate between channels. , Video Picture Breaks up, Audio Buzz, Audio Hiss, Audio Distortion, End Cut Off",Technical Notes,Interview,Content Type,,Moving Image,,,,,,,,,,,,,,,Social Issues - Racism,US Ethnic Minorities,,,,,,,,,,,,,,video recording identifier,229477,,,barcode229477.mkv,http://hls-streaming.mla-int.wgbh.org/avalon/23033/barcode229477/PreservationMaster/barcode229477.mp4/master.m3u8,,,,,,,,,480,360,,,,,4:03,480x360,,,,,,
Say Brother,,Default Unit,,Malcolm X,2020-02-07,,,,,,,,"PROGRAM DESCRIPTION: Program focuses on the impact of Malcolm X on Black political and intellectual leadership in the United States.  Host Topper Carew speaks with Dr. John H. Clarke (historian and Cornell University professor), Owusu Sadauki (National Chairman of the African Liberation Day Committee) and Bobby Seale (cofounder of the Black Panthers) about the impact of Malcolm X's work on their personal ideologies, the opinions of Black Americans, and their struggle for Black rights in the United States.  Interviews are separated by segments of archival news footage featuring Malcolm X talking about his political philosophies. Program contains a particularly strong segment from a speech delivered to the students of Selma, Alabama a few weeks before his assassination in 1965.


ITEM DESCRIPTION: Interview 3 with Malcolm ""Shorty"" Jarvis, a friend of Malcolm X. Jarvis discusses Malcolm X's burial and his sense of the loss to himself and the black community after Malcolm X's death. Jarvis also reminisces about a time that he and Malcolm X evaded police and talks about his work with Malcolm X, as well as various incidents in their time together.",Original footage,Item Type,"1/23/2020 EMu: No tone over bars at top. Audio over bars related to content. Transitional breakups at times. Static between segments.  , Analog Video Dropouts, Audio Hiss, Video Picture Breaks up",Technical Notes,Performance for a Live Audience,Content Type,,Moving Image,,,,,,,,,,,,,,,Music,Performing Arts,,,,,,,,,,,,,,video recording identifier,229497,,,barcode229497.mkv,http://hls-streaming.mla-int.wgbh.org/avalon/23033/barcode229497/PreservationMaster/barcode229497.mp4/master.m3u8,,,,,,,,,480,360,,,,,4:03,480x360,,,,,,
Say Brother,,Default Unit,,Malcolm X,2020-02-07,,,,,,,,"PROGRAM DESCRIPTION: Program focuses on the impact of Malcolm X on Black political and intellectual leadership in the United States.  Host Topper Carew speaks with Dr. John H. Clarke (historian and Cornell University professor), Owusu Sadauki (National Chairman of the African Liberation Day Committee) and Bobby Seale (cofounder of the Black Panthers) about the impact of Malcolm X's work on their personal ideologies, the opinions of Black Americans, and their struggle for Black rights in the United States.  Interviews are separated by segments of archival news footage featuring Malcolm X talking about his political philosophies. Program contains a particularly strong segment from a speech delivered to the students of Selma, Alabama a few weeks before his assassination in 1965.


ITEM DESCRIPTION: B-roll of people wearing Malcolm X hats and apparel, downtown Boston.",Original footage,Item Type,"1/20/2020 EMu: No tone over bars at top. Audio from footage over bars at top. Audio levels fluctuate between channels.  Static between segments.  , Audio Hiss, Video Picture Breaks up, End Cut Off, Beginning Cut Off, Audio Distortion",Technical Notes,Interview,Content Type,,Moving Image,,,,,,,,,,,,,,,US Ethnic Minorities,Social Issues - Racism,Incarceration,,,,,,,,,,,,,video recording identifier,229498,,,barcode229498.mkv,http://hls-streaming.mla-int.wgbh.org/avalon/23033/barcode229498/PreservationMaster/barcode229498.mp4/master.m3u8,,,,,,,,,480,360,,,,,4:03,480x360,,,,,,
Say Brother,,Default Unit,,SAY BROTHER (General Series),2020-02-07,,,,,,,,"PROGRAM DESCRIPTION: Program focuses on the impact of Malcolm X on Black political and intellectual leadership in the United States.  Host Topper Carew speaks with Dr. John H. Clarke (historian and Cornell University professor), Owusu Sadauki (National Chairman of the African Liberation Day Committee) and Bobby Seale (cofounder of the Black Panthers) about the impact of Malcolm X's work on their personal ideologies, the opinions of Black Americans, and their struggle for Black rights in the United States.  Interviews are separated by segments of archival news footage featuring Malcolm X talking about his political philosophies. Program contains a particularly strong segment from a speech delivered to the students of Selma, Alabama a few weeks before his assassination in 1965.


ITEM DESCRIPTION: Richard DeLuca Trio with Malcolm ""Shorty"" Jarvis on trumpet, 2.",Original footage,Item Type,"2/13/2020 JGi: Although some sections of footage look like they may have closed captions on line 21 - no valid information currently exists on line 21 of the digital files. Did not deliver SRT file. 1/22/2020 EMu: Exposure fluctuates. Breakups at top and bottom of frame due to poor tracking. Poor color quality at times. static over content at times. No timecode., Analog Video Dropouts, Video Picture Breaks up, Audio Hiss, No Bars and Tone, Beginning Cut Off",Technical Notes,Performance in a Studio,Content Type,,Moving Image,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,video recording identifier,229499,,,barcode229499.mkv,http://hls-streaming.mla-int.wgbh.org/avalon/23033/barcode229499/PreservationMaster/barcode229499.mp4/master.m3u8,,,,,,,,,480,360,,,,,4:03,480x360,,,,,,
Say Brother,,Default Unit,,Malcolm X,2020-02-07,,,,,,,,"PROGRAM DESCRIPTION: Program focuses on the impact of Malcolm X on Black political and intellectual leadership in the United States.  Host Topper Carew speaks with Dr. John H. Clarke (historian and Cornell University professor), Owusu Sadauki (National Chairman of the African Liberation Day Committee) and Bobby Seale (cofounder of the Black Panthers) about the impact of Malcolm X's work on their personal ideologies, the opinions of Black Americans, and their struggle for Black rights in the United States.  Interviews are separated by segments of archival news footage featuring Malcolm X talking about his political philosophies. Program contains a particularly strong segment from a speech delivered to the students of Selma, Alabama a few weeks before his assassination in 1965.


ITEM DESCRIPTION: Interview 1 with Malcolm ""Shorty"" Jarvis, a friend of Malcolm X. Jarvis reminisces on the first time he met Malcolm X, Malcolm X's transformation after his prison term and conversion to Islam, and their two-week period engaged in crime. Jarvis also talks about his opinions on Spike Lee's portrayal of him in the Malcolm X biopic, and rejects the idea that Malcolm X was a thug or gangster.",Original footage,Item Type,"1/24/2020 EMu: Audio over bars at top related to content. Transitional breakups after bars. Audio fluctuates between channels.    , Analog Video Dropouts, Audio Hiss",Technical Notes,Interview,Content Type,,Moving Image,,,,,,,,,,,,,,,Peoples of North America,Social Issues - Racism,US Ethnic Minorities,,,,,,,,,,,,,video recording identifier,229500,,,barcode229500.mkv,http://hls-streaming.mla-int.wgbh.org/avalon/23033/barcode229500/PreservationMaster/barcode229500.mp4/master.m3u8,,,,,,,,,480,360,,,,,4:03,480x360,,,,,,
"World, The",,Default Unit,,"World, The (General Series)",2020-01-29,"Kahn, Tony",,,,,1996-09-06,,"PROGRAM DESCRIPTION: Bill Cosby guides viewers through the most exciting footage from two decades of NOVA in this 20th anniversary salute.  Using material from the nearly 400 NOVA shows, the program is organized into four segments, each drawing on a central theme.  Veteran actor Stacy Keach provides additional narration.  
Part I - Truth is Stranger Than Fiction - looks at some of the shocking discoveries of science and communication; Part II - Real Life/Real People - focuses on the emotional, personal accounts of the ordinary and extraordinary people whose lives have been forever changed by science; Part III - Mystery Stories - looks at the unique and often unprecedented ways NOVA has used science to solve some of the mysteries in our world; Part IV - Action and Adventure - is a fast-paced montage of the thrills and chills seen in past NOVA programs.


ITEM DESCRIPTION: 523 Close/end montage",Radio program (Master),Item Type,1/8/2020 JF:Tape was formatted correctly and contains absolute time code.,Technical Notes,News Report,Content Type,,Moving Image,"Dozier, Kimberly","Ambrose, Mary","Mair, Eddie",,,,,,,,,,,,News and Current Events,Global Affairs,Peoples of the Middle East,Peoples of Eastern Europe,Peoples of Southern Africa,Peoples of Western Europe,Sports,War and Global Conflict,,,,,,,,video recording identifier,229832,,,barcode229832.mkv,http://hls-streaming.mla-int.wgbh.org/avalon/23033/barcode229832/PreservationMaster/barcode229832.mp4/master.m3u8,,,,,,,,,480,360,,,,,4:03,480x360,,,,,,
Ten O'Clock News,,Default Unit,,Ten O'Clock News,2020-02-10,,,,,,1989-03-02,,"PROGRAM DESCRIPTION: Series Description: 
NIGHTLY NEWS WITH CHRISTOPHER LYDON AND CARMEN FIELDS
Began January 1976.  Replaced evening news show EVENING COMPASS. Original host: Steve Nevas.  Other anchors, Christopher Lydon (1977-91) and Gail Harris (1983). In 1980 - hour long.  Ended in 1991.

(PREDECESSORS:  Louis Lyons began news operations at WGBH in 1952.  The News at 10 began in 1966.  The Reporters premiered in 1970.  The Evening Compass started in 1974.)


ITEM DESCRIPTION: Original footage of an a capella rendition of ""Sermonette"", ""The Last Month of the Year"", and ""Auld Lang Syne"" by a quartet of singers. The singers do multiple takes.",News Tape,Item Type,"1/22/2020 EMu: Long black after bars. Breakups briefly after bars. , Video Picture Breaks up, Audio Hiss",Technical Notes,Performance in a Studio,Content Type,,Moving Image,,,,,,,,,,,,,,,Music,Performing Arts,,,,,,,,,,,,,,video recording identifier,249383,,,barcode249383.mkv,http://hls-streaming.mla-int.wgbh.org/avalon/23033/barcode249383/PreservationMaster/barcode249383.mp4/master.m3u8,,,,,,,,,480,360,,,,,4:03,480x360,,,,,,
NHK Music Project,,Default Unit,,Welcome to Austria,2020-01-02,,,,,,,,"PROGRAM DESCRIPTION: CONTEST WINNERS

Series Description: Practical advice on vegetable and flower gardening and the latest in horticultural developments; hosted by Jim Crockett until his death. Then program retitled THE VICTORY GARDEN.  (Began airing locally April 16, 1975; nationally in 1976.)


ITEM DESCRIPTION: Original Footage of Bob Thompsons's introduction to Crockett's Victory Garden. Thompson does multiple takes. ",Radio program (Master),Item Type,"Audio Hiss, Print Through, Audio Hum, Audio Distortion",Technical Notes,Recorded Music,Content Type,,Moving Image,,,,,,,,,,,,,,,Music,Performing Arts,,,,,,,,,,,,,,video recording identifier,273402,,,barcode273402.mov,http://hls-streaming.mla-int.wgbh.org/avalon/22807/barcode273402/PreservationMaster/barcode273402.mp4/master.m3u8,,,,,,,,,480,360,,,,,4:03,480x360,,,,,,
,,Default Unit,,Election '74,2020-02-10,,,,,,1974-11-05,,"PROGRAM DESCRIPTION: 


ITEM DESCRIPTION: Reports and results of major elections from the 1974 Election prepared for hearing-impaired people. The report, which was broadcast in the East, focuses on East Coast elections and contains background on certain elections and broadcast results in real-time as polling results were coming in. ",Original,Item Type,"1/30/2020 JGi: Scratches through the bars. Tape is damaged at the top., Video Picture Breaks up, Analog Video Dropouts, Audio Hiss",Technical Notes,Special,Content Type,,Moving Image,,,,,,,,,,,,,,,Politics and Government,,,,,,,,,,,,,,,video recording identifier,285448,,,barcode285448.mkv,http://hls-streaming.mla-int.wgbh.org/avalon/23033/barcode285448/PreservationMaster/barcode285448.mp4/master.m3u8,,,,,,,,,480,360,,,,,4:03,480x360,,,,,,
LEXINGTON DISABILITIES,,Default Unit,,Reading Lesson; Tangram; Math Lesson,2020-02-10,,,,,,1973-03-27,,"PROGRAM DESCRIPTION: 


ITEM DESCRIPTION: All were filmed on 1973-03-27
Reading Lesson - This original footage of Lexington Disabilities focuses on reading. Children in the classroom are assigned to write a story using cut-out words, other children are individually trained in spelling, and some children work together to put a jumbled story in order. They do two takes. 

Tangram - A child uses smaller cut-out shapes to create larger shapes.

Math Lesson - In this original footage of Lexington Disabilities, the children in the classroom work in groups to focus on mathematics. One group of children does arithmetic using egg cartons, while another group does arithmetic using a number chart.",Original,Item Type,"1/31/2020 JGi: Scratches through the bars. , Audio Hiss",Technical Notes,Educational,Content Type,,Moving Image,,,,,,,,,,,,,,,Education,Mathematics,,,,,,,,,,,,,,video recording identifier,285449,,,barcode285449.mkv,http://hls-streaming.mla-int.wgbh.org/avalon/23033/barcode285449/PreservationMaster/barcode285449.mp4/master.m3u8,,,,,,,,,480,360,,,,,4:03,480x360,,,,,,
,,Default Unit,,The Last Wild River Ride,2020-02-10,,,,,,,,"PROGRAM DESCRIPTION: 


ITEM DESCRIPTION: A documentary about a group of friends who explored and ran rivers in Ethiopia 20 years prior, and their adventures and experiences there. The group includes Bart Henderson, John Yost, Jim Slade, and George Fuller; the host is adventurer Richard Bangs. The documentary follows the group's return to Ethiopia and includes discussions and explanations of their current and previous visit.",Audio Master (full mix),Item Type,"2/10/2020 JC: Dolby tone at head of reel is the only alignment tone. The tone was transferred without decoding. After tone ends, the decoder was engaged for the rest of the reel except on track 24 (SMPTE timecode). Apparently, the final mix on tracks 5/6 was performed from the repro head on the original machine, and are delayed from the source tracks, with the exception of track 13 (narration) which was mixed from the SelRep head (as per notes on the reel box). The final mix (tracks 5/6) requires an offset in order to be synched to the correct timecode. The box appears to say an offset of ""5.60"" is required.  Track 19 has no content beside the Dolby tone at head.  , End Cut Off",Technical Notes,Documentary,Content Type,,Sound,,,,,,,,,,,,,,,Travel,Peoples of East Africa,Sports,,,,,,,,,,,,,video recording identifier,285460,,,barcode285460_01.wav,http://hls-streaming.mla-int.wgbh.org/avalon/23065/barcode285460/PreservationMaster/barcode285460_01.mp4/master.m3u8,,,,,,,,,480,360,,,,,4:03,480x360,,,,,,
Ten O'Clock News,,Default Unit,,Ten O'Clock News,2020-02-07,,,,,,1984-10-11,,"PROGRAM DESCRIPTION: Series Description: 
NIGHTLY NEWS WITH CHRISTOPHER LYDON AND CARMEN FIELDS
Began January 1976.  Replaced evening news show EVENING COMPASS. Original host: Steve Nevas.  Other anchors, Christopher Lydon (1977-91) and Gail Harris (1983). In 1980 - hour long.  Ended in 1991.

(PREDECESSORS:  Louis Lyons began news operations at WGBH in 1952.  The News at 10 began in 1966.  The Reporters premiered in 1970.  The Evening Compass started in 1974.)


ITEM DESCRIPTION: Vice presidential candidates George Bush and Geraldine Ferraro debate in Philadelphia. Moderated by Sander Vanocur. Panelists John Mashek, Norma Quarles, Robert Boyd, Jack White. reel 1 .",News Tape,Item Type,"2/19/2020 JGi: Footage appears to have CC. No valid line 21 information was found, SRT could not be created. 1/22/2020 EMu: Exposure fluctuates at times. No timecode., Analog Video Dropouts, Audio Hiss, No Bars and Tone, Beginning Cut Off",Technical Notes,Event Coverage,Content Type,,Moving Image,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,video recording identifier,295955,,,barcode295955.mkv,http://hls-streaming.mla-int.wgbh.org/avalon/23033/barcode295955/PreservationMaster/barcode295955.mp4/master.m3u8,,,,,,,,,480,360,,,,,4:03,480x360,,,,,,
,,Default Unit,,Macleish,2020-02-10,,,,,,,,"PROGRAM DESCRIPTION: The Hidden City leads off the science series' 17th season with a behind-the-scenes look at the workings of New York City's water, power, and waste system. Actor Judd Hirsch narrates this behind-the scenes look at what makes New York City tick.


ITEM DESCRIPTION: B-roll of a dam.",Radio program (Master),Item Type,"2/7/2020 SB: The playback direction on reverse content was flipped and put in its own file (file_02.) 2/5/2020 JF: Content changes playback direction. Long periods of silence are inherent to the reel., Audio Hiss, Beginning Cut Off, Audio Distortion",Technical Notes,Radio Theater,Content Type,,Moving Image,,,,,,,,,,,,,,,literature,,,,,,,,,,,,,,,video recording identifier,297728,,,barcode297728.mkv,http://hls-streaming.mla-int.wgbh.org/avalon/23033/barcode297728/PreservationMaster/barcode297728.mp4/master.m3u8,,,,,,,,,480,360,,,,,4:03,480x360,,,,,,
